3,141660
4,138109
6,137904
7,137758
8,137384
9,136475
10,134986
11,129894
12,127256
13,122992
14,119057
15,112682
16,110667
17,108502
18,105609
19,102821
20,99114.2
21,97639.3
22,89409.4
23,87248.2
24,84953.9
26,82734.8
27,82237.7
28,81157.6
29,80596.9
30,79263.9
33,77623.9
34,77419.4
35,76607.2
37,75576.9
38,75457.3
39,74056.1
40,72262.5
41,71194.4
42,70703.1
43,69337.6
44,68762.2
45,67473.6
46,66624.8
47,66399.4
49,64949.3
50,64583
51,63593.8
52,62957.2
53,61768.8
54,61445.5
55,60614.8
59,60404.7
62,60402.1
63,60379.6
64,59951.6
65,59250.4
66,58617.3
68,57683.1
70,57160.9
71,57149.2
72,56342.4
73,56055.3
74,55477.1
75,54816.3
76,54771.1
77,53796
78,52949.9
79,52737.2
80,51685.6
81,51652.5
83,50868.3
84,50361.1
86,49908.2
88,49633.9
89,49480.7
90,49016.4
91,48730.5
93,48212.6
94,47986.1
95,47468.8
96,46960
97,46869.4
98,45889.3
99,45602.5
100,45521.4
102,45450.3
103,45206
104,44946.3
106,44189.3
107,43993.9
111,43801.1
114,43789.8
116,43770.1
119,43666.7
120,43666.1
121,43135.3
122,42445.3
125,41835.7
126,41785.4
127,41531.1
128,41100.3
129,41062.9
130,40742.9
132,40089.8
135,39992.8
137,39957.9
140,39837.9
141,39697.5
143,39346.7
144,39137.1
145,38936.7
146,38745.5
148,38433.2
149,38380.8
150,38179.6
152,37794.3
156,37684.6
157,37661.3
158,37147.3
159,36957.8
160,36417.2
162,35991.9
164,35858.3
165,35775.5
166,35775.4
167,35297.2
168,35027.4
169,34804.1
170,34791.2
172,34375.4
173,34136.9
174,33853.4
176,33680
178,33538.7
179,33367.9
181,33274
184,33143.3
186,33084.7
187,33027.4
190,32697.1
192,32686.2
194,32677.8
195,32548.8
196,32436.2
197,32250.1
200,32200.8
201,32174.4
204,32116
206,32079
207,32021.4
209,31916.4
210,31866.8
212,31486.5
213,31456
215,31438.4
216,31386.7
217,31270.1
218,31071.9
219,30912.7
224,30769.7
225,30763.3
227,30685.1
229,30599.5
231,30546.8
234,30465.5
235,30428.7
238,30379.9
240,30376.5
243,30336.1
246,30295.2
248,30268.4
250,30179.9
251,30135.7
253,30117.9
255,30054.8
257,30018.4
259,30006.9
260,29995.6
261,29866.2
262,29747.3
264,29693.5
265,29635.4
269,29538.2
272,29517.1
274,29498.3
275,29478.5
276,29427.5
277,29304.4
278,29164.8
279,29147.4
281,29067.1
282,29037
285,28898.7
286,28887.2
292,28831.1
294,28777.3
296,28667.8
297,28588.6
300,28502.5
303,28492.4
305,28469.2
307,28449
311,28411.2
315,28401.3
316,28386.5
318,28336.7
322,28299.9
324,28275.9
325,28258.8
327,28228
328,28157
329,28074.6
332,27918
334,27903.1
335,27854.8
338,27814.7
339,27807.1
341,27806.7
343,27767.1
345,27733.4
347,27669
350,27639.6
352,27632.9
353,27591.2
354,27512.6
355,27435
357,27334.6
359,27272.5
364,27258.6
366,27249.4
368,27216.5
369,27151.5
371,27114.4
372,27111.4
375,27097.4
376,27090.9
377,26986.5
379,26982.8
381,26912
384,26878.9
387,26844.5
391,26829.1
394,26812.2
396,26790.7
398,26743.6
400,26718
401,26659.8
403,26613
404,26590.3
407,26530.6
409,26491.8
412,26457.3
414,26452.2
415,26443.8
417,26410.9
418,26409
420,26322.5
424,26316
426,26313.2
430,26288.3
433,26265.7
435,26236.3
437,26198
439,26129.9
440,26065.6
442,26047.4
443,26038
445,26036.7
447,26009.4
449,25965.8
450,25941.6
451,25867.4
452,25858.2
454,25766.6
455,25700.3
458,25649.2
463,25636.8
467,25620.9
468,25611.7
472,25550
475,25543
479,25518.6
481,25506.9
483,25493.9
484,25485.2
485,25469.6
490,25418.1
492,25411.9
494,25395.7
496,25393.2
497,25353.1
498,25351.9
499,25322.3
500,25309
501,25268.8
503,25249.7
504,25241.9
505,25191.8
507,25147.1
508,25144.7
509,25117.8
511,25088.9
513,25088.2
515,25086.4
518,25084.1
