3,141660
4,138109
6,137904
7,137759
8,137385
9,136474
10,134974
11,130285
12,127552
13,123270
14,118342
15,112738
16,110755
17,108936
18,106901
19,102664
20,100816
21,96021
22,94400.6
23,90087.3
24,88084
25,84240.9
26,82985.5
28,81321.1
29,79226.9
30,78588.2
31,76494.6
32,75149.9
33,74755.4
34,72778.7
35,71281.5
36,70493
38,68001.5
39,67884.5
40,67588.1
41,67524.7
42,66065.1
43,65674.8
44,64320.5
45,63942.1
47,63503
49,63398
50,63124.1
51,62829.5
52,62315.7
53,60729.6
55,59933
57,59909.2
58,59690.5
59,58544.7
60,58465.7
62,56977
64,56720.6
65,56649.8
66,56241
67,55345.2
68,54970.7
69,54298.4
72,54141.1
73,54132.1
77,53808.8
78,53800.2
79,53306.6
80,52615.7
81,51928.4
83,50997.3
85,50410.9
86,50088.7
87,49399.7
88,48993.6
89,48677.6
90,48430.8
92,47725.1
94,47557
95,47296.2
98,46792.2
100,46765.9
101,46414.3
102,46015.9
104,45994.3
105,45883.1
106,45468.3
107,45451.9
109,45275.3
110,45171
111,44700
112,44449.3
113,43995
114,43613
115,43214.3
117,43168.6
118,43166.2
119,43055.9
120,42590.5
121,42546.3
122,42162.8
124,41734
125,41730.7
126,41367.7
128,41122.5
129,41100.4
131,40773.1
135,40693.7
136,40692.2
137,40606.2
138,40483.4
140,40100.8
142,40079.2
146,39965.6
148,39955.3
150,39920.5
151,39878.1
152,39780.2
153,39417.2
154,39382.9
157,39213.9
158,39185.4
159,39142.6
160,38704
162,38573
163,38521.6
165,38238.1
166,38082.2
167,38007.9
168,37751.7
170,37523.7
172,37457.7
176,37348.6
177,37341.3
179,37309.9
180,37278.1
181,37134.8
182,36911.5
184,36748
187,36715.1
188,36692.6
190,36552.4
191,36527
192,36297.9
194,36131
198,36079.2
199,36072.8
200,35953.7
201,35806.3
202,35383.2
205,35271.9
206,35247.5
207,35211
208,35099.4
212,34910.3
213,34894.7
214,34822
217,34771.5
220,34759.8
222,34716.5
224,34647.3
225,34580.2
226,34473.2
228,34363.8
229,34354.1
230,34247.6
232,34212.5
233,34191.3
235,34016.8
236,33906.9
238,33819.6
242,33738.3
243,33719.4
244,33557.1
245,33519.3
247,33346.8
249,33268.1
251,33194.8
255,33178.9
257,33152.8
259,33143.1
260,33117.2
263,32971.6
264,32952.7
265,32747.3
268,32661.8
269,32635.5
271,32624.7
272,32604.1
276,32401.4
277,32388
278,32371
279,32223.3
280,31949.9
281,31943.4
282,31902
283,31799.8
284,31747.3
285,31594.9
286,31518.9
287,31485.3
288,31353.4
289,31352.1
290,31274.2
292,31265.8
294,31235
295,31177.2
297,31063
298,31037.3
300,31018.2
301,30958.5
303,30949.4
305,30915.1
307,30894.2
309,30811.5
310,30784.6
311,30758.2
312,30753.7
313,30636.3
316,30547.4
317,30541.6
320,30443.1
324,30400.3
329,30391.2
330,30390.6
333,30307.9
335,30294.8
339,30247.4
340,30240.7
342,30211.1
346,30208.7
347,30197.5
348,30137.3
349,30107.8
350,30078.7
351,30035
352,29930.5
353,29848.3
354,29760.3
356,29733.3
358,29692.2
360,29680.6
361,29651.4
363,29537.2
364,29488.7
365,29419.1
367,29312.8
369,29309.2
372,29285.9
373,29278.3
375,29184.2
376,29183.6
380,29157.1
381,29151.3
384,29106.2
385,29096.5
389,29060.8
390,29056.6
394,29035.3
395,29029.5
396,28956.3
399,28847.8
402,28823.5
405,28806.1
407,28791.5
409,28770.6
412,28752.4
413,28721
415,28667.4
417,28662.1
419,28641.3
420,28626.4
422,28549.3
423,28507
426,28499.4
427,28485
429,28453
430,28423.3
431,28421.2
432,28362
434,28342.3
435,28331.1
436,28305.6
438,28261.3
439,28240.7
441,28215.6
442,28200.5
445,28188.1
447,28166.7
449,28155.3
451,28151.4
453,28122.4
455,28097.5
456,28073.1
459,28059.1
461,28041.9
462,28038
463,28007
466,27988.6
469,27967.8
472,27966.1
473,27950
475,27922.6
476,27908.5
478,27822.2
479,27802.9
482,27802.4
484,27795.3
487,27764.3
491,27761.5
493,27758.4
496,27751.3
497,27736.9
498,27728.8
500,27672.6
504,27646.7
506,27638.6
